frame_id,filename,relative_path,timestamp,split,segment_id,center_code,product_code,lat_min,lat_max,lon_min,lon_max,width,height,mode
25,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png,2026-01-23 20:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
26,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png,2026-01-23 20:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
27,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png,2026-01-23 20:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
28,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png,2026-01-23 20:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
29,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png,2026-01-23 20:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
30,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png,2026-01-23 21:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
31,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png,2026-01-23 21:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
32,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png,2026-01-23 21:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
33,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png,2026-01-23 21:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
34,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png,2026-01-23 21:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
35,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png,2026-01-23 21:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
36,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png,2026-01-23 21:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
37,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png,2026-01-23 21:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
38,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png,2026-01-23 21:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
39,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png,2026-01-23 21:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
40,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png,2026-01-23 22:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
41,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png,2026-01-23 22:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
42,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png,2026-01-23 22:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
43,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png,2026-01-23 22:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
44,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png,2026-01-23 22:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
45,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png,2026-01-23 22:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
46,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png,2026-01-23 22:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
47,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png,2026-01-23 22:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
48,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png,2026-01-23 22:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
49,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png,2026-01-23 22:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
50,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png,2026-01-23 23:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
51,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png,2026-01-23 23:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
52,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png,2026-01-23 23:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
53,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png,2026-01-23 23:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
54,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png,2026-01-23 23:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
55,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png,2026-01-23 23:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
56,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png,2026-01-23 23:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
57,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png,2026-01-23 23:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
58,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png,2026-01-23 23:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
59,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png,2026-01-23 23:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
60,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png,2026-01-24 00:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
61,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png,2026-01-24 00:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
62,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png,2026-01-24 00:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
63,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png,2026-01-24 00:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
64,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png,2026-01-24 00:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
65,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png,2026-01-24 00:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
66,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png,2026-01-24 00:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
67,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png,2026-01-24 00:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
68,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png,2026-01-24 00:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
69,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png,2026-01-24 00:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
70,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png,2026-01-24 01:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
71,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png,2026-01-24 01:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
72,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png,2026-01-24 01:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
73,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png,2026-01-24 01:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
74,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png,2026-01-24 01:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
75,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013000_12.2_54.2_73.0_135.0.png,2026-01-24 01:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
76,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013600_12.2_54.2_73.0_135.0.png,2026-01-24 01:36:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
77,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014200_12.2_54.2_73.0_135.0.png,2026-01-24 01:42:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
78,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014800_12.2_54.2_73.0_135.0.png,2026-01-24 01:48:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
79,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124015400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124015400_12.2_54.2_73.0_135.0.png,2026-01-24 01:54:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
80,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124020000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124020000_12.2_54.2_73.0_135.0.png,2026-01-24 02:00:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
81,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124020600_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124020600_12.2_54.2_73.0_135.0.png,2026-01-24 02:06:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
82,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124021200_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124021200_12.2_54.2_73.0_135.0.png,2026-01-24 02:12:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
83,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124021800_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124021800_12.2_54.2_73.0_135.0.png,2026-01-24 02:18:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
84,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124022400_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124022400_12.2_54.2_73.0_135.0.png,2026-01-24 02:24:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
85,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124023000_12.2_54.2_73.0_135.0.png,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124023000_12.2_54.2_73.0_135.0.png,2026-01-24 02:30:00,train,0,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0,3100,2100,RGBA
