frame_id,timestamp,path,split,segment_id,filename,center_code,product_code,standardized_path
11,2026-01-23 19:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123190600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123190600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123190600_12.2_54.2_73.0_135.0.png
12,2026-01-23 19:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191200_12.2_54.2_73.0_135.0.png
13,2026-01-23 19:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123191800_12.2_54.2_73.0_135.0.png
14,2026-01-23 19:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123192400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123192400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123192400_12.2_54.2_73.0_135.0.png
15,2026-01-23 19:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193000_12.2_54.2_73.0_135.0.png
16,2026-01-23 19:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123193600_12.2_54.2_73.0_135.0.png
17,2026-01-23 19:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194200_12.2_54.2_73.0_135.0.png
18,2026-01-23 19:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123194800_12.2_54.2_73.0_135.0.png
19,2026-01-23 19:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123195400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123195400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123195400_12.2_54.2_73.0_135.0.png
20,2026-01-23 20:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200000_12.2_54.2_73.0_135.0.png
21,2026-01-23 20:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123200600_12.2_54.2_73.0_135.0.png
22,2026-01-23 20:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201200_12.2_54.2_73.0_135.0.png
23,2026-01-23 20:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123201800_12.2_54.2_73.0_135.0.png
24,2026-01-23 20:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123202400_12.2_54.2_73.0_135.0.png
25,2026-01-23 20:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png
26,2026-01-23 20:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png
27,2026-01-23 20:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png
28,2026-01-23 20:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png
29,2026-01-23 20:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png
30,2026-01-23 21:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png
31,2026-01-23 21:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png
32,2026-01-23 21:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png
33,2026-01-23 21:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png
34,2026-01-23 21:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png
35,2026-01-23 21:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png
36,2026-01-23 21:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png
37,2026-01-23 21:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png
38,2026-01-23 21:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png
39,2026-01-23 21:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png
40,2026-01-23 22:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png
41,2026-01-23 22:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png
42,2026-01-23 22:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png
43,2026-01-23 22:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png
44,2026-01-23 22:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png
45,2026-01-23 22:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png
46,2026-01-23 22:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png
47,2026-01-23 22:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png
48,2026-01-23 22:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png
49,2026-01-23 22:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png
50,2026-01-23 23:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png
51,2026-01-23 23:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png
52,2026-01-23 23:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png
53,2026-01-23 23:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png
54,2026-01-23 23:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png
55,2026-01-23 23:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png
56,2026-01-23 23:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png
57,2026-01-23 23:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png
58,2026-01-23 23:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png
59,2026-01-23 23:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png
60,2026-01-24 00:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png
61,2026-01-24 00:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png
62,2026-01-24 00:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png
63,2026-01-24 00:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png
64,2026-01-24 00:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png
65,2026-01-24 00:30:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png
66,2026-01-24 00:36:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png
67,2026-01-24 00:42:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png
68,2026-01-24 00:48:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png
69,2026-01-24 00:54:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png
70,2026-01-24 01:00:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png
71,2026-01-24 01:06:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png
72,2026-01-24 01:12:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png
73,2026-01-24 01:18:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png
74,2026-01-24 01:24:00,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png,train,0,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png,BABJ,ACHN_CREF000,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png
