frame_id,timestamp,split,raw_relative_path,standardized_relative_path,shape,dtype,value_min,value_max,center_code,product_code,lat_min,lat_max,lon_min,lon_max
25,2026-01-23 20:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43621188,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
26,2026-01-23 20:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123203600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45440045,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
27,2026-01-23 20:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45370677,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
28,2026-01-23 20:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123204800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.42863083,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
29,2026-01-23 20:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123205400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43285358,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
30,2026-01-23 21:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43910640,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
31,2026-01-23 21:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123210600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43366298,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
32,2026-01-23 21:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.44327709,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
33,2026-01-23 21:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123211800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46348289,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
34,2026-01-23 21:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123212400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.44400543,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
35,2026-01-23 21:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45237795,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
36,2026-01-23 21:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123213600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47242561,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
37,2026-01-23 21:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48516405,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
38,2026-01-23 21:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123214800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.53965288,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
39,2026-01-23 21:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123215400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.53965288,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
40,2026-01-23 22:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46791852,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
41,2026-01-23 22:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123220600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.49228045,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
42,2026-01-23 22:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43019295,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
43,2026-01-23 22:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123221800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46077666,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
44,2026-01-23 22:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123222400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.51103854,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
45,2026-01-23 22:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.51103854,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
46,2026-01-23 22:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123223600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47968367,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
47,2026-01-23 22:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.33761340,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
48,2026-01-23 22:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123224800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.36614200,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
49,2026-01-23 22:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123225400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48102415,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
50,2026-01-23 23:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48102415,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
51,2026-01-23 23:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123230600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46692884,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
52,2026-01-23 23:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.39630467,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
53,2026-01-23 23:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123231800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45815527,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
54,2026-01-23 23:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123232400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46503624,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
55,2026-01-23 23:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43487445,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
56,2026-01-23 23:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123233600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47993770,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
57,2026-01-23 23:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46194199,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
58,2026-01-23 23:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123234800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45450875,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
59,2026-01-23 23:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260123235400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45279786,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
60,2026-01-24 00:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.50559622,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
61,2026-01-24 00:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124000600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45764500,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
62,2026-01-24 00:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45127356,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
63,2026-01-24 00:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124001800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45517743,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
64,2026-01-24 00:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124002400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.46483403,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
65,2026-01-24 00:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48805568,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
66,2026-01-24 00:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124003600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.47550815,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
67,2026-01-24 00:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.48446429,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
68,2026-01-24 00:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124004800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43271980,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
69,2026-01-24 00:54:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124005400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.44863370,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
70,2026-01-24 01:00:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45696992,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
71,2026-01-24 01:06:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124010600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.56314361,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
72,2026-01-24 01:12:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45370403,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
73,2026-01-24 01:18:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124011800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.43165621,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
74,2026-01-24 01:24:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124012400_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45690852,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
75,2026-01-24 01:30:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013000_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013000_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45658615,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
76,2026-01-24 01:36:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013600_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124013600_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.45658615,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
77,2026-01-24 01:42:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014200_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014200_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.41709995,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
78,2026-01-24 01:48:00,train,Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014800_12.2_54.2_73.0_135.0.png,frames/train/Z_RADA_C_BABJ_P_ACHN_CREF000_20260124014800_12.2_54.2_73.0_135.0.npy,1x352x512,float32,0.00000000,0.58922815,BABJ,ACHN_CREF000,12.2,54.2,73.0,135.0
